name,desp,example,synx,parameter,output,module
tanh(),The tanh() function in C++ returns the hyperbolic tangent of an angle given in radians.,"#include <iostream>
#include <cmath>
using namespace std;
int main()
{
	double x = 0.50, result;
	result = tanh(x);
	cout << ""tanh(x) = "" << result << endl;

	// x in Degrees
	double xDegrees = 90;
	x = xDegrees * 3.14159/180;

	result = tanh(x);
	cout << ""tanh(x) = "" << result << endl;

	return 0;
}","double tanh(double x);
float tanh(float x);
long double tanh(long double x);
double tanh(T x); // For integral type",The tanh() function takes a single mandatory argument representing a hyperbolic angle in radian.,"tanh(x) = 0.462117
tanh(x) = 0.917152",Cmath
floor(),The floor() function in C++ returns the largest possible integer value which is less than or equal to the given argument.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{
    double x = 10.25, result;
    result = floor(x);
    cout << ""Floor of "" << x << "" = "" << result << endl;

    x = -34.251;
    result = floor(x);
    cout << ""Floor of "" << x << "" = "" << result << endl;
    
    x = 0.71;
    result = floor(x);
    cout << ""Floor of "" << x << "" = "" << result << endl;
    
    return 0;
}","double floor(double x);
float floor(float x);
long double floor(long double x);
double floor(T x); // For integral type",The floor() function takes a single argument whose floor value is computed.,"Floor of 10.25 = 10
Floor of -34.251 = -35
Floor of 0.71 = 0",Cmath
ceil(),The ceil() function in C++ returns the smallest possible integer value which is greater than or equal to the given argument.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{
    double x = 10.25, result;
    result = ceil(x);
    cout << ""Ceil of "" << x << "" = "" << result << endl;
    return 0;
}","double ceil(double x);
float ceil(float x);
long double ceil(long double x);
double ceil(T x); // For integral type",The ceil() function takes a single argument whose ceiling value is computed.,Ceil of 10.25 = 11,Cmath
sinh(),The sinh() function in C++ returns the hyperbolic sine of an angle given in radians.,"#include <iostream>
#include <cmath>
using namespace std;
int main()
{
    double x = 3.55, result;

    result = sinh(x);
    cout << ""sinh(x) = "" << result << endl;

    // x in Degrees
    double xDegrees = 90;
    x = xDegrees * 3.14159/180;

    result = sinh(x);
    cout << ""sinh(x) = "" << result << endl;

    return 0;
}","double sinh(double x);
float sinh(float x);
long double sinh(long double x);
double sinh(T x); // For integral type.",The sinh() function takes a single mandatory argument representing a hyperbolic angle in radian.,"sinh(x) = 17.3923
sinh(x) = 2.3013",Cmath
acos(),The acos() function in C++ returns the inverse cosine of a number (argument) in radians.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{
  double x = 0.0, result;

  result = acos(x);
  cout << ""acos(x) = "" << result << "" radians"" << endl;
  
  // result in degrees
  cout << ""acos(x) = "" << result*180/3.1415 << "" degrees"" << endl;
  
  return 0;
}","double acos(double x);
float acos(float x);
long double acos(long double x);
double acos (T x); // For integral type","The acos() function takes a single mandatory argument in the range [-1, 1]. It is because the value of cosine is in the range of 1 and -1.","acos(x) = 1.5708 radians
acos(x) = 90.0027 degrees",Cmath
atan2(),The atan2() function in C++ returns the inverse tangent of a coordinate in radians.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{
  double x = 10.0, y = -10.0, result;
  result = atan2(y, x);
  
  cout << ""atan2(y/x) = "" << result << "" radians"" << endl;
  cout << ""atan2(y/x) = "" << result*180/3.141592 << "" degrees"" << endl;
  
  return 0;
}","double atan2(double y, double x);
float atan2(float y, float x);
long double atan2(long double y, long double x);
double atan2(Type1 y, Type2 x); // For combinations of arithmetic types.","The function atan2() takes two arguments: x-coordinate and y-coordinate.x - this value represents the proportion of the x-coordinate.
y - this value represents the proportion of the y-coordinate.","atan2(y/x) = -0.785398 radians
atan2(y/x) = -45 degrees",Cmath
tan(),The tan() function in C++ returns the tangent of an angle (argument) given in radians.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{ 
  long double x = 0.99999, result;
  result = tan(x);
  cout << ""tan(x) = "" << result << endl;
  
  double xDegrees = 60.0;
  // converting degree to radians and using tan() fucntion
  result = tan(xDegrees*3.14159/180);
  cout << ""tan(x) = "" << result << endl;

  return 0;
}","double tan(double x);
float tan(float x);
long double tan(long double x);
double tan (T x); // For integral type","The tan() function takes a single mandatory argument in radians (can be positive, negative, or 0).","tan(x) = 1.55737
tan(x) = 1.73205",Cmath
atan(),The atan() function in C++ returns the inverse tangent of a number (argument) in radians.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{
  double x = 57.74, result;
  result = atan(x);
  
  cout << ""atan(x) = "" << result << "" radians"" << endl;
  
  // Output in degrees
  cout << ""atan(x) = "" << result*180/3.1415 << "" degrees"" << endl;
  
  return 0;
}","double atan(double x);
float atan(float x);
long double atan(long double x);
double atan (T x); // For integral type","The atan() function takes a single mandatory argument (can be positive, negative, or zero)","atan(x) = 1.55348 radians
atan(x) = 89.0104 degrees",Cmath
asin(),The asin() function in C++ returns the inverse sine of a number in radian.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{
  double x = 0.25, result;
  result = asin(x);
  
  cout << ""asin(x) = "" << result << "" radians"" << endl;
  // result in degrees
  cout << ""asin(x) = "" << result*180/3.1415 << "" degrees"" << endl;
  
  return 0;
}","double asin(double x);
float asin(float x);
long double asin(long double x);
double asin (T x);","The asin() function takes a single mandatory argument in the range [-1, 1].It is because the value of sine is in the range of 1 and -1.","asin(x) = 0.25268 radians
asin(x) = 14.4779 degrees",Cmath
sin(),The sin() function in C++ returns the sine of an angle (argument) given in radians.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{
  double x = 0.439203, result;
  
  result = sin(x);
  cout << ""sin(x) = "" << result << endl;
  
  double xDegrees = 90.0;
  
  // converting degrees to radians
  x = xDegrees*3.14159/180;
  result = sin(x);
  
  cout << ""sin(x) = "" << result << endl;

  return 0;
}","double sin(double x);
float sin(float x);
long double sin(long double x);
double sin (T x); // For integral type",The sin() function takes a single mandatory argument in radians.,"sin(x) = 0.425218
sin(x) = 1",Cmath
cos(),The cos() function in C++ returns the cosine of an angle (argument) given in radian.,"#include <iostream>
#include <cmath>

using namespace std;

int main()
{
  double x = 0.5, result;
  
  result = cos(x);
  cout << ""cos(x) = "" << result << endl;
  
  double xDegrees = 25;
  
  // converting degrees to radians
  x = xDegrees*3.14159/180;
  result = cos(x);
  
  cout << ""cos(x) = "" << result << endl;

  return 0;
}","double cos(double x);
float cos(float x);
long double cos(long double x);
double cos(T x); // Here, T is an integral type.",The cos() function takes a single mandatory argument in radians.,"cos(x) = 0.877583
cos(x) = 0.906308",Cmath
calloc(),The calloc() function in C++ allocates a block of memory for an array of objects and initializes all its bits to zero.,"#include <cstdlib>
#include <iostream>
using namespace std;

int main() {
   int *ptr;
   ptr = (int *)calloc(5, sizeof(int));
   if (!ptr) {
      cout << ""Memory Allocation Failed"";
      exit(1);
   }
   cout << ""Initializing values..."" << endl
        << endl;
   for (int i = 0; i < 5; i++) {
      ptr[i] = i * 2 + 1;
   }
   cout << ""Initialized values"" << endl;
   for (int i = 0; i < 5; i++) {
      /* ptr[i] and *(ptr+i) can be used interchangeably */
      cout << *(ptr + i) << endl;
   }
   free(ptr);
   return 0;
}","void* calloc(size_t num, size_t size);","num: An unsigned integral value which represents number of elements.
size: An unsigned integral value which represents the memory block in bytes.","Initializing values...

Initialized values
1
3
5
7
9",Cstdlib
wcstombs(),The wcstombs() function in C++ converts a wide character string to equivalent multibyte sequence.,"#include <iostream>
#include <cstdlib>
using namespace std;

int main()
{
	wchar_t src[] = L""Welcome To Programiz.com"";
	char dest[50];
	int num;

	num = wcstombs(dest, src, 50);
	cout << ""Number of wide character converted = "" << num << endl;
	cout << ""Multibyte Character String = "" << dest << endl;
	
	return 0;
}","size_t wcstombs (char* dest, const wchar_t* src, size_t max);","dest: Pointer to the resulting multibyte character array.
src: Pointer to the first element of the wide character which is converted to multibyte character.
max: Maximum number of wide characters to be converted.","Number of wide character converted = 24
Multibyte Character String = Welcome To Programiz.com",Cstdlib
mbstowcs(),The mbstowcs() function in C++ converts a multibyte character string to equivalent wide character sequence.,"#include <iostream>
#include <cstdlib>
using namespace std;

int main()
{
	char src[] = ""\xc4\xe3\xba\xc3"";
	wchar_t dest[10];
	int num;

	num = mbstowcs(dest, src, MB_CUR_MAX);
	cout << ""Number of wide character converted = "" << num << endl;
	wcout << ""Wide Character String = "" << dest << endl;

	return 0;
}","size_t mbstowcs (wchar_t* dest, const char* src, size_t max);","dest: Pointer to the resulting wide character array.
src: Pointer to the first element of the multibyte character which is converted to wide character.
max: Maximum number of multibyte characters to be converted.","Number of wide character converted = 1
Wide Character String = ─",Cstdlib
wctomb(),The wctomb() function in C++ converts a wide character to a multibyte character.,"#include <iostream>
#include <cstdlib>
using namespace std;

int main()
{
	wchar_t wc = L'x';
	char *pmb1 = (char*)malloc(sizeof(char));
	char *pmb2 = NULL;
	int ret_val;

	cout << ""When pmb is not null"" << endl;
	ret_val = wctomb(pmb1, wc);

	cout << ""Return Value = "" << ret_val << endl;
	wcout << ""Multibyte Character: "" << pmb1 << endl << endl;

	cout << ""When pmb is null"" << endl;
	ret_val = wctomb(pmb2, wc);

	cout << ""Return Value = "" << ret_val << endl;
	wcout << ""Multibyte Character: "" << pmb2;
	
	return(0);
}","int wctomb (char* pmb, wchar_t wc);","pmb: Pointer to the resulting multibyte character
wc: Wide character that is converted to multibyte character","When pmb is not null
Return Value = 1
Multibyte Character: x↨R
When pmb is null
Return Value = 0
Multibyte Character:",Cstdlib
mbtowc(),The mbtowc() function in C++ converts a multibyte character to a wide character.,"#include <iostream>
#include <cstdlib>
#include <cstring>
using namespace std;

int main()
{
	char pmb[] = ""Welcome to Programiz.com"";
	wchar_t pwc[100];
	int len, ret_val;

	/* resets internal conversion state */
	mbtowc (NULL, NULL, 0);
	len = strlen(pmb);
	ret_val = mbtowc(pwc, pmb, strlen(pmb));

	cout << ""Return Value = "" << ret_val << endl;
	wcout << ""Wide character string: "" << pwc;

	return(0);
}","int mbtowc (wchar_t* pwc, const char* pmb, size_t max);","pwc: Pointer to the resulting wide character
pmb: Pointer to the multibyte character which is converted to wide character
max: Maximum size in bytes of pmb to consider for the multibyte character.","Return Value = 1
Wide character string: W@",Cstdlib
mblen(),The mblen() function in C++ determines the size (in bytes) of a multibyte character.,"#include <iostream>
#include <cstdlib>
#include <cstring>
using namespace std;

int main()
{
	int len;
	char *s = (char *)malloc(20);
	strcpy(s,""\xe4\xbd\xa0\xe5\xa5\xbd"");

	/* resets the conversion state */
	mblen(NULL, 0);
	len = mblen(s,strlen(s));

	cout << ""Length of multibyte character: "" << len << endl;
	return 0;
}","int mblen (const char* s, size_t max);","s: Pointer to the first byte of a multibyte character or a null pointer.
max: Maximum number of bytes in s that can be examined.",Length of multibyte character: 1,Cstdlib
